Price,Close,High,Low,Open,Volume
Ticker,KEI,KEI,KEI,KEI,KEI
Date,,,,,
2015-01-02,19.833999633789062,19.833999633789062,19.833999633789062,19.833999633789062,0
2015-01-05,20.34000015258789,20.34000015258789,20.34000015258789,20.34000015258789,0
2015-01-06,20.079999923706055,20.079999923706055,20.079999923706055,20.079999923706055,0
2015-01-07,20.170000076293945,20.170000076293945,20.170000076293945,20.170000076293945,0
2015-01-08,20.690000534057617,20.690000534057617,20.690000534057617,20.690000534057617,0
2015-01-09,20.420000076293945,20.420000076293945,20.420000076293945,20.420000076293945,0
2015-01-12,20.510000228881836,20.510000228881836,20.510000228881836,20.510000228881836,0
2015-01-13,21.1200008392334,21.1200008392334,21.1200008392334,21.1200008392334,0
2015-01-14,22.110000610351562,22.110000610351562,22.110000610351562,22.110000610351562,0
2015-01-15,22.190000534057617,22.190000534057617,22.190000534057617,22.190000534057617,0
2015-01-16,22.65999984741211,22.65999984741211,22.65999984741211,22.65999984741211,0
2015-01-20,23.040000915527344,23.040000915527344,23.040000915527344,23.040000915527344,0
2015-01-21,23.329999923706055,23.329999923706055,23.329999923706055,23.329999923706055,0
2015-01-22,22.739999771118164,22.739999771118164,22.739999771118164,22.739999771118164,0
2015-01-23,22.959999084472656,22.959999084472656,22.959999084472656,22.959999084472656,0
2015-01-26,23.329999923706055,23.329999923706055,23.329999923706055,23.329999923706055,0
2015-01-27,24.729999542236328,24.729999542236328,24.729999542236328,24.729999542236328,0
2015-01-28,24.860000610351562,24.860000610351562,24.860000610351562,24.860000610351562,0
2015-01-29,24.860000610351562,24.860000610351562,24.860000610351562,24.860000610351562,0
2015-01-30,22.65999984741211,22.65999984741211,22.65999984741211,22.65999984741211,0
2015-02-02,22.3799991607666,22.3799991607666,22.3799991607666,22.3799991607666,0
2015-02-03,21.6200008392334,21.6200008392334,21.6200008392334,21.6200008392334,0
2015-02-04,20.889999389648438,20.889999389648438,20.889999389648438,20.889999389648438,0
2015-02-05,20.81999969482422,20.81999969482422,20.81999969482422,20.81999969482422,0
2015-02-06,20.75,20.75,20.75,20.75,0
2015-02-09,20.469999313354492,20.469999313354492,20.469999313354492,20.469999313354492,0
2015-02-10,20.600000381469727,20.600000381469727,20.600000381469727,20.600000381469727,0
2015-02-11,20.15999984741211,20.15999984741211,20.15999984741211,20.15999984741211,0
2015-02-12,21.270000457763672,21.270000457763672,21.270000457763672,21.270000457763672,0
2015-02-13,21.1200008392334,21.1200008392334,21.1200008392334,21.1200008392334,0
2015-02-17,21.030000686645508,21.030000686645508,21.030000686645508,21.030000686645508,0
2015-02-18,21.389999389648438,21.389999389648438,21.389999389648438,21.389999389648438,0
